"MRN_NO","FSH_KIND","BUOY_KND_NM","SOF_NM","FW_YR","FW_MNTH","FSH_HL_MNTH"
"220","근해안강망어업                                       ","근해안강망                                             ","아귀                                                      ","2020    ","12      ","서해20-52         "
"221","근해안강망어업                                       ","근해안강망                                             ","아귀                                                      ","2021    ","1       ","서해21-03         "
"218","근해안강망어업                                       ","근해안강망                                             ","홍어                                                      ","2021    ","1       ","서해21-03         "
"219","근해안강망어업                                       ","근해안강망                                             ","홍어                                                      ","2021    ","1       ","서해21-03         "
"220","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2021    ","1       ","서해21-03         "
"221","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2021    ","1       ","서해21-03         "
"208","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2021    ","1       ","서해21-03         "
"209","근해안강망어업                                       ","근해안강망                                             ","병어                                                      ","2021    ","1       ","서해21-03         "
"210","근해안강망어업                                       ","근해안강망                                             ","아귀                                                      ","2021    ","1       ","서해21-03         "
"211","근해안강망어업                                       ","근해안강망                                             ","우럭                                                      ","2021    ","1       ","서해21-03         "
"209","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"220","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"221","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"220","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","11      ","서해20-51         "
"221","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","12      ","서해20-52         "
"219","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","12      ","서해20-52         "
"220","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","12      ","서해20-52         "
"221","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","12      ","서해20-52         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","12      ","서해20-52         "
"220","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","12      ","서해20-52         "
"221","근행유자망어업                                       ","참조기유자망                                          ","병어                                                      ","2021    ","1       ","서해21-04         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2021    ","1       ","서해21-04         "
"220","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2021    ","1       ","서해21-04         "
"221","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2021    ","1       ","서해21-04         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2021    ","2       ","서해21-06         "
"220","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2021    ","2       ","서해21-06         "
"221","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2021    ","2       ","서해21-06         "
"219","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2021    ","2       ","서해21-06         "
"220","근행유자망어업                                       ","참조기유자망                                          ","고등어                                                   ","2020    ","9       ","서해20-40         "
"221","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","9       ","서해20-40         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","9       ","서해20-40         "
"220","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","8       ","서해20-39         "
"221","근행유자망어업                                       ","참조기유자망                                          ","병어                                                      ","2020    ","8       ","서해20-39         "
"219","근행유자망어업                                       ","참조기유자망                                          ","병어                                                      ","2020    ","8       ","서해20-39         "
"220","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","7       ","서해20-32         "
"221","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","7       ","서해20-32         "
"219","근행유자망어업                                       ","참조기유자망                                          ","병어                                                      ","2020    ","7       ","서해20-32         "
"222","근해자망어업                                          ","근해자망                                                ","참조기                                                   ","2020    ","11      ","서해20-49         "
"222","근해자망어업                                          ","근해자망                                                ","참조기                                                   ","2020    ","12      ","서해20-52         "
"222","근해자망어업                                          ","근해자망                                                ","병어                                                      ","2021    ","1       ","서해21-03         "
"222","근해자망어업                                          ","근해자망                                                ","병어                                                      ","2020    ","2       ","서해21-06         "
"213","연안통발어업                                          ","장어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"213","연안통발어업                                          ","장어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"5213","연안자망어업                                          ","자망                                                      ","전어                                                      ","2019    ","12      ","Y2020-229           "
"213","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"219","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2020    ","11      ","서해20-49         "
"220","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","11      ","서해20-49         "
"221","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","11      ","서해20-49         "
"208","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2020    ","12      ","서해20-52         "
"209","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2020    ","12      ","서해20-52         "
"210","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2020    ","12      ","서해20-52         "
"211","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","12      ","서해20-52         "
"218","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","12      ","서해20-52         "
"219","근해안강망어업                                       ","근해안강망                                             ","병어                                                      ","2020    ","12      ","서해20-52         "
"220","근해안강망어업                                       ","근해안강망                                             ","아귀                                                      ","2020    ","12      ","서해20-52         "
"221","근해안강망어업                                       ","근해안강망                                             ","아귀                                                      ","2021    ","1       ","서해21-03         "
"218","근해안강망어업                                       ","근해안강망                                             ","홍어                                                      ","2021    ","1       ","서해21-03         "
"219","근해안강망어업                                       ","근해안강망                                             ","홍어                                                      ","2021    ","1       ","서해21-03         "
"220","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2021    ","1       ","서해21-03         "
"221","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2021    ","1       ","서해21-03         "
"208","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2021    ","1       ","서해21-03         "
"209","근해안강망어업                                       ","근해안강망                                             ","병어                                                      ","2021    ","1       ","서해21-03         "
"210","근해안강망어업                                       ","근해안강망                                             ","아귀                                                      ","2021    ","1       ","서해21-03         "
"211","근해안강망어업                                       ","근해안강망                                             ","우럭                                                      ","2021    ","1       ","서해21-03         "
"209","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"220","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"221","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"220","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","11      ","서해20-51         "
"221","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","12      ","서해20-52         "
"219","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","12      ","서해20-52         "
"220","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","12      ","서해20-52         "
"221","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","12      ","서해20-52         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","12      ","서해20-52         "
"220","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","12      ","서해20-52         "
"221","근행유자망어업                                       ","참조기유자망                                          ","병어                                                      ","2021    ","1       ","서해21-04         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2021    ","1       ","서해21-04         "
"220","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2021    ","1       ","서해21-04         "
"221","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2021    ","1       ","서해21-04         "
"221","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"221","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"221","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"97","연안통발어업                                          ","장어통발                                                ","민꽃게                                                   ","2019    ","12      ","Y2020-232           "
"97","연안자망어업                                          ","자망                                                      ","민어                                                      ","2019    ","12      ","Y2020-225           "
"97","연안자망어업                                          ","전어선자망                                             ","전어                                                      ","2019    ","12      ","Y2020-229           "
"97","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"97","연안복합어업                                          ","자망                                                      ","민어                                                      ","2019    ","12      ","Y2020-242           "
"208","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"209","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"210","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"211","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"218","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"219","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"220","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"221","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"208","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"209","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"210","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"211","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"218","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"219","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"221","근해안강망어업                                       ","근해안강망                                             ","걀치                                                      ","2020    ","10      ","서해20-45         "
"218","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"220","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"221","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"208","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"209","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"210","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"211","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"209","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"221","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"221","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"221","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"221","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"221","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"221","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"221","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"222","근해자망어업                                          ","근해자망                                                ","조기                                                      ","2020    ","10      ","서해20-45         "
"208","근해안강망어업                                       ","근해안강망                                             ","병어                                                      ","2020    ","11      ","서해20-49         "
"209","근해안강망어업                                       ","근해안강망                                             ","병어                                                      ","2020    ","11      ","서해20-49         "
"210","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","11      ","서해20-49         "
"211","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","11      ","서해20-49         "
"218","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","11      ","서해20-49         "
"219","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2020    ","11      ","서해20-49         "
"220","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","11      ","서해20-49         "
"221","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","11      ","서해20-49         "
"208","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2020    ","12      ","서해20-52         "
"209","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2020    ","12      ","서해20-52         "
"210","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2020    ","12      ","서해20-52         "
"211","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","12      ","서해20-52         "
"218","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","12      ","서해20-52         "
"219","근해안강망어업                                       ","근해안강망                                             ","병어                                                      ","2020    ","12      ","서해20-52         "
"220","근해안강망어업                                       ","근해안강망                                             ","아귀                                                      ","2020    ","12      ","서해20-52         "
"221","근해안강망어업                                       ","근해안강망                                             ","아귀                                                      ","2021    ","1       ","서해21-03         "
"218","근해안강망어업                                       ","근해안강망                                             ","홍어                                                      ","2021    ","1       ","서해21-03         "
"219","근해안강망어업                                       ","근해안강망                                             ","홍어                                                      ","2021    ","1       ","서해21-03         "
"220","근해안강망어업                                       ","근해안강망                                             ","참조기                                                   ","2021    ","1       ","서해21-03         "
"221","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2021    ","1       ","서해21-03         "
"208","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2021    ","1       ","서해21-03         "
"209","근해안강망어업                                       ","근해안강망                                             ","병어                                                      ","2021    ","1       ","서해21-03         "
"210","근해안강망어업                                       ","근해안강망                                             ","아귀                                                      ","2021    ","1       ","서해21-03         "
"211","근해안강망어업                                       ","근해안강망                                             ","우럭                                                      ","2021    ","1       ","서해21-03         "
"209","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"220","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"221","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","11      ","서해20-51         "
"213","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안자망어업                                          ","자망                                                      ","물메기                                                   ","2019    ","12      ","Y2020-231           "
"97","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"97","연안자망어업                                          ","자망                                                      ","쏨벵이                                                   ","2019    ","12      ","Y2020-231           "
"97","연안자망어업                                          ","자망                                                      ","민어                                                      ","2019    ","12      ","Y2020-225           "
"97","연안자망어업                                          ","자망                                                      ","전어                                                      ","2019    ","12      ","Y2020-229           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안자망어업                                          ","자망                                                      ","참돔                                                      ","2019    ","12      ","Y2020-242           "
"97","연안자망어업                                          ","자망                                                      ","참돔                                                      ","2019    ","12      ","Y2020-242           "
"97","연안통발어업                                          ","문어통발                                                ","돌게                                                      ","2019    ","12      ","Y2020-232           "
"97","연안자망어업                                          ","자망                                                      ","숭어                                                      ","2019    ","12      ","Y2020-228           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안자망어업                                          ","자망                                                      ","전어                                                      ","2019    ","12      ","Y2020-229           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
